date Thu Jul 23 09:38:20.686 am 2015
base hex  timestamps absolute
no internal events logged
// version 8.5.0
   5.541020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.551392 2  EngineData                          Tx   d 8 71 09 1C 1C E4 0C C8 19  Length = 1356000 BitCount = 116 ID = 100
   5.552820 2  EngineDataIEEE                      Tx   d 8 71 09 00 00 E4 0C 00 00  Length = 1392000 BitCount = 119 ID = 102
   5.554020 2  ABSdata                             Tx   d 6 15 00 00 00 71 33  Length = 1164000 BitCount = 100 ID = 201
   5.554716 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.555424    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 16.8
   5.560804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.561020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.561020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.575000    SV: 1 0 1 ::PowerTrain::PedalPosition = 45
   5.580804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.581020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.581020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.598000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 1
   5.600000    SV: 2 0 1 ::WiperSystem::Active = 258
   5.600000    SV: 2 0 1 ::WiperSystem::Position = 6
   5.601380 2  EngineData                          Tx   d 8 BC 09 1C 1D 2F 0D 5E 1A  Length = 1344000 BitCount = 115 ID = 100
   5.601908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.601908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.602832 2  EngineDataIEEE                      Tx   d 8 BC 09 00 00 2F 0D 00 00  Length = 1416000 BitCount = 121 ID = 102
   5.603636 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.604824 2  ABSdata                             Tx   d 6 15 00 00 00 BA 33  Length = 1152000 BitCount = 99 ID = 201
   5.605520 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.620804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.621020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.621020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.640804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.641020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.641020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.650000    SV: 1 0 1 ::PowerTrain::PedalPosition = 46
   5.651392 2  EngineData                          Tx   d 8 08 0A 1C 1D 2F 0D 5E 1A  Length = 1356000 BitCount = 116 ID = 100
   5.652844 2  EngineDataIEEE                      Tx   d 8 08 0A 00 00 2F 0D 00 00  Length = 1416000 BitCount = 121 ID = 102
   5.654056 2  ABSdata                             Tx   d 6 16 00 00 00 B8 33  Length = 1176000 BitCount = 101 ID = 201
   5.654752 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.655472    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 17.6
   5.660804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.661020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.661020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.680804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.681020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.681020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.700000    SV: 2 0 1 ::WiperSystem::Active = 1c2
   5.700000    SV: 2 0 1 ::WiperSystem::Position = 4
   5.701416 2  EngineData                          Tx   d 8 55 0A 1C 1D 7A 0D F4 1A  Length = 1380000 BitCount = 118 ID = 100
   5.701908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.701908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.702844 2  EngineDataIEEE                      Tx   d 8 55 0A 00 00 7A 0D 00 00  Length = 1392000 BitCount = 119 ID = 102
   5.703648 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.704860 2  ABSdata                             Tx   d 6 17 00 00 00 01 34  Length = 1176000 BitCount = 101 ID = 201
   5.705556 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.706264    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 18.4
   5.720804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.721020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.721020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.725000    SV: 1 0 1 ::PowerTrain::PedalPosition = 47
   5.740804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.741020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.741020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.751368 2  EngineData                          Tx   d 8 A3 0A 1C 1D C5 0D 8A 1B  Length = 1332000 BitCount = 114 ID = 100
   5.752784 2  EngineDataIEEE                      Tx   d 8 A3 0A 00 00 C5 0D 00 00  Length = 1380000 BitCount = 118 ID = 102
   5.753984 2  ABSdata                             Tx   d 6 17 00 00 00 4A 34  Length = 1164000 BitCount = 100 ID = 201
   5.754680 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.755928 2  NM_Gateway_PowerTrain               Tx   d 6 1A 10 00 00 00 00  Length = 1212000 BitCount = 104 ID = 1306
   5.760804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.761020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.761020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.780804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.781020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.781020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.784000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 2
   5.800000    SV: 1 0 1 ::PowerTrain::PedalPosition = 48
   5.800000    SV: 2 0 1 ::WiperSystem::Active = 12c
   5.800000    SV: 2 0 1 ::WiperSystem::Position = 3
   5.801380 2  EngineData                          Tx   d 8 F2 0A 1C 1D C5 0D 8A 1B  Length = 1344000 BitCount = 115 ID = 100
   5.801908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.801908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.802820 2  EngineDataIEEE                      Tx   d 8 F2 0A 00 00 C5 0D 00 00  Length = 1404000 BitCount = 120 ID = 102
   5.803624 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.804836 2  ABSdata                             Tx   d 6 18 00 00 00 48 34  Length = 1176000 BitCount = 101 ID = 201
   5.805532 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.806252    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 19.2
   5.820804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.821020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.821020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.840804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.841020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.841020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.851416 2  EngineData                          Tx   d 8 43 0B 1C 1E 10 0E 20 1C  Length = 1380000 BitCount = 118 ID = 100
   5.852844 2  EngineDataIEEE                      Tx   d 8 43 0B 00 00 10 0E 00 00  Length = 1392000 BitCount = 119 ID = 102
   5.854044 2  ABSdata                             Tx   d 6 19 00 00 00 91 34  Length = 1164000 BitCount = 100 ID = 201
   5.854740 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.855448    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 20
   5.860804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.861020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.861020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.875000    SV: 1 0 1 ::PowerTrain::PedalPosition = 49
   5.880804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.881020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.881020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.900000    SV: 2 0 1 ::WiperSystem::Active = 96
   5.900000    SV: 2 0 1 ::WiperSystem::Position = 1
   5.901392 2  EngineData                          Tx   d 8 95 0B 1C 1E 5B 0E B6 1C  Length = 1356000 BitCount = 116 ID = 100
   5.901908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.901908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.902820 2  EngineDataIEEE                      Tx   d 8 95 0B 00 00 5B 0E 00 00  Length = 1392000 BitCount = 119 ID = 102
   5.903624 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.904812 2  ABSdata                             Tx   d 6 19 00 00 00 DA 34  Length = 1152000 BitCount = 99 ID = 201
   5.905508 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.920804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.921020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.921020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.940804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.941020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.941020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.950000    SV: 1 0 1 ::PowerTrain::PedalPosition = 50
   5.951380 2  EngineData                          Tx   d 8 E7 0B 1C 1E 5B 0E B6 1C  Length = 1344000 BitCount = 115 ID = 100
   5.952796 2  EngineDataIEEE                      Tx   d 8 E7 0B 00 00 5B 0E 00 00  Length = 1380000 BitCount = 118 ID = 102
   5.953996 2  ABSdata                             Tx   d 6 1A 00 00 00 D7 34  Length = 1164000 BitCount = 100 ID = 201
   5.954692 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   5.955388    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 20.8
   5.960804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.961020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.961020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   5.970000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 3
   5.980804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   5.981020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   5.981020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.000000    SV: 2 0 1 ::LightSystem::OnOff = 0
   6.000000    SV: 2 0 1 ::WiperSystem::Active = 0
   6.000000    SV: 2 0 1 ::WiperSystem::Position = 0
   6.001452 2  EngineData                          Tx   d 8 3B 0C 1C 1E A6 0E 4C 1D  Length = 1416000 BitCount = 121 ID = 100
   6.001908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.001908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.002892 2  EngineDataIEEE                      Tx   d 8 3B 0C 00 00 A6 0E 00 00  Length = 1404000 BitCount = 120 ID = 102
   6.003696 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.004164    SV: 2 1 1 ::ComfortBus::DashboardTurnIndRightDisplay = None
   6.004164    SV: 2 1 1 ::ComfortBus::DashboardTurnIndLeftDisplay = None
   6.004164    SV: 2 1 1 ::ComfortBus::DashboardWarnIndDisplay = None
   6.004920 2  ABSdata                             Tx   d 6 1B 00 00 00 20 35  Length = 1188000 BitCount = 102 ID = 201
   6.005616 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   6.006972    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 21.6
   6.020804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.021020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.021020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.025000    SV: 1 0 1 ::PowerTrain::PedalPosition = 51
   6.040804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.041020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.041020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.051428 2  EngineData                          Tx   d 8 90 0C 1C 1F F1 0E E2 1D  Length = 1392000 BitCount = 119 ID = 100
   6.052868 2  EngineDataIEEE                      Tx   d 8 90 0C 00 00 F1 0E 00 00  Length = 1404000 BitCount = 120 ID = 102
   6.054080 2  ABSdata                             Tx   d 6 1C 00 00 00 68 35  Length = 1176000 BitCount = 101 ID = 201
   6.054776 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   6.055532    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 22.4
   6.060804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.061020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.061020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.080804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.081020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.081020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.100000    SV: 1 0 1 ::PowerTrain::PedalPosition = 52
   6.100000    SV: 2 0 1 ::WiperSystem::Active = 96
   6.100000    SV: 2 0 1 ::WiperSystem::Position = 1
   6.101416 2  EngineData                          Tx   d 8 E6 0C 1C 1F F1 0E E2 1D  Length = 1380000 BitCount = 118 ID = 100
   6.101908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.101908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.102844 2  EngineDataIEEE                      Tx   d 8 E6 0C 00 00 F1 0E 00 00  Length = 1392000 BitCount = 119 ID = 102
   6.103648 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.104848 2  ABSdata                             Tx   d 6 1C 00 00 00 66 35  Length = 1164000 BitCount = 100 ID = 201
   6.105544 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   6.120804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.121020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.121020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.140804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.141020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.141020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.151428 2  EngineData                          Tx   d 8 3D 0D 1C 1F 3C 0F 78 1E  Length = 1392000 BitCount = 119 ID = 100
   6.152880 2  EngineDataIEEE                      Tx   d 8 3D 0D 00 00 3C 0F 00 00  Length = 1416000 BitCount = 121 ID = 102
   6.154080 2  ABSdata                             Tx   d 6 1D 00 00 00 AE 35  Length = 1164000 BitCount = 100 ID = 201
   6.154776 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   6.155508    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 23.2
   6.156000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 4
   6.160804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.161020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.161020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.175000    SV: 1 0 1 ::PowerTrain::PedalPosition = 53
   6.180804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.181020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.181020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.200000    SV: 2 0 1 ::WiperSystem::Active = 12c
   6.200000    SV: 2 0 1 ::WiperSystem::Position = 3
   6.201392 2  EngineData                          Tx   d 8 95 0D 1C 1F 87 0F 0E 1F  Length = 1356000 BitCount = 116 ID = 100
   6.201908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.201908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.202808 2  EngineDataIEEE                      Tx   d 8 95 0D 00 00 87 0F 00 00  Length = 1380000 BitCount = 118 ID = 102
   6.203612 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.204836 2  ABSdata                             Tx   d 6 1E 00 00 00 F6 35  Length = 1188000 BitCount = 102 ID = 201
   6.205532 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   6.206252    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 24
   6.220804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.221020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.221020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.240804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.241020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.241020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.250000    SV: 1 0 1 ::PowerTrain::PedalPosition = 54
   6.251392 2  EngineData                          Tx   d 8 EF 0D 1C 1F 87 0F 0E 1F  Length = 1356000 BitCount = 116 ID = 100
   6.252808 2  EngineDataIEEE                      Tx   d 8 EF 0D 00 00 87 0F 00 00  Length = 1380000 BitCount = 118 ID = 102
   6.254044 2  ABSdata                             Tx   d 6 1F 00 00 00 F3 35  Length = 1200000 BitCount = 103 ID = 201
   6.254740 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   6.255460    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 24.8
   6.260804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.261020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.261020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.280804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.281020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.281020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.300000    SV: 2 0 1 ::WiperSystem::Active = 1c2
   6.300000    SV: 2 0 1 ::WiperSystem::Position = 4
   6.301428 2  EngineData                          Tx   d 8 4A 0E 1D 20 D2 0F A4 1F  Length = 1392000 BitCount = 119 ID = 100
   6.301908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.301908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.302880 2  EngineDataIEEE                      Tx   d 8 4A 0E 00 00 D2 0F 00 00  Length = 1416000 BitCount = 121 ID = 102
   6.303684 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.304896 2  ABSdata                             Tx   d 6 1F 00 00 00 3B 36  Length = 1176000 BitCount = 101 ID = 201
   6.305592 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   6.320804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.321020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.321020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.325000    SV: 1 0 1 ::PowerTrain::PedalPosition = 55
   6.340804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.341020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.341020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.342000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 5
   6.351392 2  EngineData                          Tx   d 8 A5 0E 1D 20 1D 10 3A 20  Length = 1356000 BitCount = 116 ID = 100
   6.352844 2  EngineDataIEEE                      Tx   d 8 A5 0E 00 00 1D 10 00 00  Length = 1416000 BitCount = 121 ID = 102
   6.354068 2  ABSdata                             Tx   d 6 20 00 00 00 83 36  Length = 1188000 BitCount = 102 ID = 201
   6.354764 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   6.355496    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 25.6
   6.360804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.361020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.361020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.380804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.381020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.381020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.391248 2  NM_Gateway_PowerTrain               Tx   d 6 1A 10 00 00 00 00  Length = 1212000 BitCount = 104 ID = 1306
   6.400000    SV: 2 0 1 ::WiperSystem::Active = 258
   6.400000    SV: 2 0 1 ::WiperSystem::Position = 6
   6.400000    SV: 1 0 1 ::PowerTrain::PedalPosition = 56
   6.401440 2  EngineData                          Tx   d 8 02 0F 1D 20 1D 10 3A 20  Length = 1404000 BitCount = 120 ID = 100
   6.401908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.401908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.402928 2  EngineDataIEEE                      Tx   d 8 02 0F 00 00 1D 10 00 00  Length = 1452000 BitCount = 124 ID = 102
   6.403732 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.404932 2  ABSdata                             Tx   d 6 21 00 00 00 80 36  Length = 1164000 BitCount = 100 ID = 201
   6.405628 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   6.406396    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 26.4
   6.420804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.421020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.421020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.440804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.441020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.441020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.451416 2  EngineData                          Tx   d 8 60 0F 1D 20 68 10 D0 20  Length = 1380000 BitCount = 118 ID = 100
   6.452868 2  EngineDataIEEE                      Tx   d 8 60 0F 00 00 68 10 00 00  Length = 1416000 BitCount = 121 ID = 102
   6.454068 2  ABSdata                             Tx   d 6 22 00 00 00 C7 36  Length = 1164000 BitCount = 100 ID = 201
   6.454764 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   6.455508    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 27.2
   6.460804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.461020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.461020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.475000    SV: 1 0 1 ::PowerTrain::PedalPosition = 57
   6.480804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.481020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.481020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.500000    SV: 2 0 1 ::WiperSystem::Active = 2ee
   6.500000    SV: 2 0 1 ::WiperSystem::Position = 7
   6.501404 2  EngineData                          Tx   d 8 BE 0F 1D 20 B3 10 66 21  Length = 1368000 BitCount = 117 ID = 100
   6.501908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.501908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.502868 2  EngineDataIEEE                      Tx   d 8 BE 0F 00 00 B3 10 00 00  Length = 1428000 BitCount = 122 ID = 102
   6.503672 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.504152    SV: 2 1 1 ::ComfortBus::DashboardTurnIndRightDisplay = None
   6.504152    SV: 2 1 1 ::ComfortBus::DashboardTurnIndLeftDisplay = None
   6.504152    SV: 2 1 1 ::ComfortBus::DashboardWarnIndDisplay = None
   6.504872 2  ABSdata                             Tx   d 6 23 00 00 00 0F 37  Length = 1164000 BitCount = 100 ID = 201
   6.505568 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   6.506312    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 28
   6.520804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.521020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.521020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
   6.528000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 6
   6.540804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   6.541020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 1
   6.541020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 1
